path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_01.png	syn53395624	case5353_01.png	syn53395625	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_02.png	syn53395624	case5353_02.png	syn53395626	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_03.png	syn53395624	case5353_03.png	syn53395627	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_04.png	syn53395624	case5353_04.png	syn53395628	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_05.png	syn53395624	case5353_05.png	syn53395629	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_06.png	syn53395624	case5353_06.png	syn53395630	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_07.png	syn53395624	case5353_07.png	syn53395631	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_08.png	syn53395624	case5353_08.png	syn53395632	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_09.png	syn53395624	case5353_09.png	syn53395633	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_10.png	syn53395624	case5353_10.png	syn53395634	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_11.png	syn53395624	case5353_11.png	syn53395635	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_12.png	syn53395624	case5353_12.png	syn53395636	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_13.png	syn53395624	case5353_13.png	syn53395639	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_14.png	syn53395624	case5353_14.png	syn53395640	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_15.png	syn53395624	case5353_15.png	syn53395641	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_16.png	syn53395624	case5353_16.png	syn53395642	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_17.png	syn53395624	case5353_17.png	syn53395643	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_18.png	syn53395624	case5353_18.png	syn53395644	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_19.png	syn53395624	case5353_19.png	syn53395645	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_20.png	syn53395624	case5353_20.png	syn53395646	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_21.png	syn53395624	case5353_21.png	syn53395647	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_22.png	syn53395624	case5353_22.png	syn53395648	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_23.png	syn53395624	case5353_23.png	syn53395649	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_24.png	syn53395624	case5353_24.png	syn53395650	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_25.png	syn53395624	case5353_25.png	syn53395651	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_26.png	syn53395624	case5353_26.png	syn53395652	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_27.png	syn53395624	case5353_27.png	syn53395653	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_28.png	syn53395624	case5353_28.png	syn53395654	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_29.png	syn53395624	case5353_29.png	syn53395655	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_30.png	syn53395624	case5353_30.png	syn53395656	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_31.png	syn53395624	case5353_31.png	syn53395657	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_32.png	syn53395624	case5353_32.png	syn53395658	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_33.png	syn53395624	case5353_33.png	syn53395659	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_34.png	syn53395624	case5353_34.png	syn53395660	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_35.png	syn53395624	case5353_35.png	syn53395661	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_36.png	syn53395624	case5353_36.png	syn53395662	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_37.png	syn53395624	case5353_37.png	syn53395663	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_38.png	syn53395624	case5353_38.png	syn53395664	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_39.png	syn53395624	case5353_39.png	syn53395665	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_40.png	syn53395624	case5353_40.png	syn53395666	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_41.png	syn53395624	case5353_41.png	syn53395667	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_42.png	syn53395624	case5353_42.png	syn53395668	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_43.png	syn53395624	case5353_43.png	syn53395669	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_44.png	syn53395624	case5353_44.png	syn53395670	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_45.png	syn53395624	case5353_45.png	syn53395671	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_46.png	syn53395624	case5353_46.png	syn53395672	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_47.png	syn53395624	case5353_47.png	syn53395673	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_48.png	syn53395624	case5353_48.png	syn53395674	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_49.png	syn53395624	case5353_49.png	syn53395675	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_50.png	syn53395624	case5353_50.png	syn53395676	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_51.png	syn53395624	case5353_51.png	syn53395677	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_52.png	syn53395624	case5353_52.png	syn53395678	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_53.png	syn53395624	case5353_53.png	syn53395679	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_54.png	syn53395624	case5353_54.png	syn53395680	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_55.png	syn53395624	case5353_55.png	syn53395681	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_56.png	syn53395624	case5353_56.png	syn53395682	True	image/png				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/img/case5353_57.png	syn53395624	case5353_57.png	syn53395683	True	image/png				
